Member1,Material1,Section1,Area1,Orientation1,Member2,Material2,Section2,Area2,Orientation2,Angle,Fx1,Fy1,Fz1,Mx1,My1,Mz1,Fx2,Fy2,Fz2,Mx2,My2,Mz2,Output
51.0,355.0,I,112.0,Z,148.0,235.0,S,27.0,YZ,129.52263127117112,-44.31,0.0,-0.12,0.0,-0.43,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
51.0,355.0,I,112.0,Z,151.0,235.0,S,27.0,YZ,50.30732684933119,-44.31,0.0,-0.12,0.0,-0.43,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
51.0,355.0,I,112.0,Z,172.0,275.0,H,11.0,X,90.0,-43.37,0.0,-0.12,0.0,-0.49,0.0,-1.15,0.0,0.22,0.0,0.0,0.0,1.0
51.0,355.0,I,112.0,Z,213.0,235.0,S,15.0,XZ,124.99202019855865,-43.37,0.0,-0.12,0.0,-0.49,0.0,1.65,0.0,0.0,0.0,0.0,0.0,7.0
51.0,355.0,I,112.0,Z,488.0,235.0,S,27.0,YZ,50.30732684933119,-44.31,0.0,-0.12,0.0,-0.43,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
51.0,355.0,I,112.0,Z,489.0,235.0,S,27.0,YZ,129.52263127117112,-44.31,0.0,-0.12,0.0,-0.43,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
52.0,355.0,I,112.0,Z,174.0,275.0,H,11.0,X,90.0,-43.19,0.0,-0.17,0.0,-0.7,0.0,-1.27,0.0,0.22,0.0,0.0,0.0,1.0
52.0,355.0,I,112.0,Z,209.0,235.0,S,15.0,XZ,124.99202019855865,-43.19,0.0,-0.17,0.0,-0.7,0.0,1.94,0.0,0.0,0.0,0.0,0.0,7.0
53.0,355.0,I,112.0,Z,176.0,275.0,H,11.0,X,90.0,-44.36,0.0,-0.1,0.0,-0.41,0.0,-1.08,0.0,0.22,0.0,0.0,0.0,1.0
53.0,355.0,I,112.0,Z,205.0,235.0,S,15.0,XZ,124.99202019855865,-44.36,0.0,-0.1,0.0,-0.41,0.0,1.51,0.0,0.0,0.0,0.0,0.0,7.0
54.0,355.0,I,112.0,Z,178.0,235.0,I,46.0,X,89.99999999999994,-48.08,0.05,-0.15,0.0,-0.63,0.04,0.44,0.0,4.57,0.0,0.0,0.0,10.0
54.0,355.0,I,112.0,Z,201.0,235.0,S,27.0,XZ,124.99202019855865,-48.08,0.05,-0.15,0.0,-0.63,0.04,1.0,1.0,1.0,1.0,1.0,1.0,9.0
60.0,355.0,I,112.0,Y,55.0,275.0,H,18.0,Z,90.0,-41.26,-0.08,-0.16,0.0,-0.56,0.21,0.01,0.34,0.0,0.0,0.0,-0.11,1.0
61.0,355.0,I,131.0,Y,55.0,275.0,H,18.0,Z,90.0,-9.96,0.02,-0.09,0.0,-0.32,0.25,0.01,-0.36,0.0,0.0,0.0,0.03,1.0
120.0,355.0,I,112.0,Y,55.0,275.0,H,18.0,Z,90.0,-41.6,-0.07,-0.16,0.0,-0.56,0.21,0.01,0.34,0.0,0.0,0.0,0.11,1.0
121.0,355.0,I,131.0,Y,55.0,275.0,H,18.0,Z,90.0,-10.66,-0.01,-0.09,0.0,-0.31,0.25,0.01,-0.36,0.0,0.0,0.0,0.01,1.0
61.0,355.0,I,131.0,Y,56.0,275.0,H,18.0,Z,90.0,-9.96,0.02,-0.09,0.0,-0.32,0.23,-0.02,0.35,0.0,0.0,0.0,0.03,1.0
62.0,355.0,I,131.0,Y,56.0,275.0,H,18.0,Z,90.0,-9.24,0.0,-0.08,0.0,-0.29,0.23,-0.02,-0.35,0.0,0.0,0.0,0.01,1.0
121.0,355.0,I,131.0,Y,56.0,275.0,H,18.0,Z,90.0,-10.66,-0.01,-0.09,0.0,-0.31,0.23,-0.02,0.35,0.0,0.0,0.0,0.01,1.0
122.0,355.0,I,131.0,Y,56.0,275.0,H,18.0,Z,90.0,-12.62,0.0,-0.08,0.0,-0.29,0.23,-0.02,-0.35,0.0,0.0,0.0,0.0,1.0
62.0,355.0,I,131.0,Y,57.0,275.0,H,18.0,Z,90.0,-9.24,0.0,-0.08,0.0,-0.29,0.23,-0.02,0.35,0.0,0.0,0.0,0.01,1.0
63.0,355.0,I,131.0,Y,57.0,275.0,H,18.0,Z,90.0,-9.94,0.0,-0.13,0.0,-0.47,0.23,-0.02,-0.35,0.0,0.0,0.0,0.0,1.0
122.0,355.0,I,131.0,Y,57.0,275.0,H,18.0,Z,90.0,-12.62,0.0,-0.08,0.0,-0.29,0.23,-0.02,0.35,0.0,0.0,0.0,0.0,1.0
123.0,355.0,I,131.0,Y,57.0,275.0,H,18.0,Z,90.0,-10.63,0.0,-0.13,0.0,-0.47,0.23,-0.02,-0.35,0.0,0.0,0.0,0.0,1.0
63.0,355.0,I,131.0,Y,58.0,275.0,H,18.0,Z,90.0,-9.94,0.0,-0.13,0.0,-0.47,0.23,-0.02,0.35,0.0,0.0,0.0,0.0,1.0
64.0,355.0,I,131.0,Y,58.0,275.0,H,18.0,Z,90.0,-9.22,-0.02,-0.06,0.0,-0.22,0.23,-0.02,-0.35,0.0,0.0,0.0,-0.03,1.0
123.0,355.0,I,131.0,Y,58.0,275.0,H,18.0,Z,90.0,-10.63,0.0,-0.13,0.0,-0.47,0.23,-0.02,0.35,0.0,0.0,0.0,0.0,1.0
124.0,355.0,I,131.0,Y,58.0,275.0,H,18.0,Z,90.0,-9.93,0.01,-0.06,0.0,-0.22,0.23,-0.02,-0.35,0.0,0.0,0.0,0.0,1.0
64.0,355.0,I,131.0,Y,59.0,275.0,H,18.0,Z,90.0,-9.22,-0.02,-0.06,0.0,-0.22,0.25,0.01,0.36,0.0,0.0,0.0,-0.03,1.0
65.0,355.0,I,112.0,Y,59.0,275.0,H,18.0,Z,90.0,-56.95,0.08,-0.16,0.0,-0.56,0.21,0.01,-0.33,0.0,0.0,0.0,0.1,1.0
124.0,355.0,I,131.0,Y,59.0,275.0,H,18.0,Z,90.0,-9.93,0.01,-0.06,0.0,-0.22,0.25,0.01,0.36,0.0,0.0,0.0,0.0,1.0
125.0,355.0,I,112.0,Y,59.0,275.0,H,18.0,Z,90.0,-57.28,0.07,-0.16,0.0,-0.57,0.21,0.01,-0.33,0.0,0.0,0.0,-0.1,1.0
60.0,355.0,I,112.0,Z,168.0,275.0,H,11.0,X,90.0,-40.7,-0.08,-0.16,0.0,-0.64,-0.06,0.36,0.0,-0.22,0.0,0.0,0.0,10.0
60.0,355.0,I,112.0,Z,169.0,275.0,H,11.0,X,90.0,-40.7,-0.08,-0.16,0.0,-0.64,-0.06,-0.51,0.0,0.22,0.0,0.0,0.0,10.0
60.0,355.0,I,112.0,Z,219.0,235.0,S,27.0,XZ,124.99202019855865,-40.7,-0.08,-0.16,0.0,-0.64,-0.06,1.22,0.0,0.0,0.0,0.0,0.0,9.0
60.0,355.0,I,112.0,Z,220.0,235.0,S,27.0,XZ,124.99202019855865,-40.7,-0.08,-0.16,0.0,-0.64,-0.06,1.0,1.0,1.0,1.0,1.0,1.0,9.0
61.0,355.0,I,131.0,Z,170.0,275.0,H,11.0,X,90.0,-9.3,0.02,-0.09,0.0,-0.36,0.02,-1.2,0.0,-0.22,0.0,0.0,0.0,1.0
61.0,355.0,I,131.0,Z,171.0,275.0,H,11.0,X,90.0,-9.3,0.02,-0.09,0.0,-0.36,0.02,-0.98,0.0,0.22,0.0,0.0,0.0,1.0
61.0,355.0,I,131.0,Z,215.0,235.0,S,15.0,XZ,124.99202019855865,-9.3,0.02,-0.09,0.0,-0.36,0.02,1.0,1.0,1.0,1.0,1.0,1.0,7.0
61.0,355.0,I,131.0,Z,216.0,235.0,S,15.0,XZ,124.99202019855865,-9.3,0.02,-0.09,0.0,-0.36,0.02,1.0,1.0,1.0,1.0,1.0,1.0,7.0
62.0,355.0,I,131.0,Z,146.0,235.0,S,27.0,YZ,129.52263127117112,-9.24,0.0,-0.08,0.0,-0.29,0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
62.0,355.0,I,131.0,Z,172.0,275.0,H,11.0,X,90.0,-8.59,0.0,-0.08,0.0,-0.33,0.0,-1.15,0.0,-0.22,0.0,0.0,0.0,1.0
62.0,355.0,I,131.0,Z,173.0,275.0,H,11.0,X,90.0,-8.59,0.0,-0.08,0.0,-0.33,0.0,-0.96,0.0,0.22,0.0,0.0,0.0,1.0
62.0,355.0,I,131.0,Z,211.0,235.0,S,15.0,XZ,124.99202019855865,-8.59,0.0,-0.08,0.0,-0.33,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
62.0,355.0,I,131.0,Z,212.0,235.0,S,15.0,XZ,124.99202019855865,-8.59,0.0,-0.08,0.0,-0.33,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
62.0,355.0,I,131.0,Z,494.0,235.0,S,27.0,YZ,50.30732684933119,-9.24,0.0,-0.08,0.0,-0.29,0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
62.0,355.0,I,131.0,Z,495.0,235.0,S,27.0,YZ,129.52263127117112,-9.24,0.0,-0.08,0.0,-0.29,0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
62.0,355.0,I,131.0,Z,508.0,235.0,S,27.0,YZ,50.30732684933119,-9.24,0.0,-0.08,0.0,-0.29,0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
63.0,355.0,I,131.0,Z,174.0,275.0,H,11.0,X,90.0,-9.29,0.0,-0.13,0.0,-0.54,0.0,-1.27,0.0,-0.22,0.0,0.0,0.0,1.0
63.0,355.0,I,131.0,Z,175.0,275.0,H,11.0,X,90.0,-9.29,0.0,-0.13,0.0,-0.54,0.0,-0.94,0.0,0.22,0.0,0.0,0.0,1.0
63.0,355.0,I,131.0,Z,207.0,235.0,S,15.0,XZ,124.99202019855865,-9.29,0.0,-0.13,0.0,-0.54,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
63.0,355.0,I,131.0,Z,208.0,235.0,S,15.0,XZ,124.99202019855865,-9.29,0.0,-0.13,0.0,-0.54,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
64.0,355.0,I,131.0,Z,176.0,275.0,H,11.0,X,90.0,-8.56,-0.02,-0.06,0.0,-0.25,-0.02,-1.08,0.0,-0.22,0.0,0.0,0.0,1.0
64.0,355.0,I,131.0,Z,177.0,275.0,H,11.0,X,90.0,-8.56,-0.02,-0.06,0.0,-0.25,-0.02,-0.93,0.0,0.22,0.0,0.0,0.0,1.0
64.0,355.0,I,131.0,Z,203.0,235.0,S,15.0,XZ,124.99202019855865,-8.56,-0.02,-0.06,0.0,-0.25,-0.02,1.0,1.0,1.0,1.0,1.0,1.0,7.0
64.0,355.0,I,131.0,Z,204.0,235.0,S,15.0,XZ,124.99202019855865,-8.56,-0.02,-0.06,0.0,-0.25,-0.02,1.0,1.0,1.0,1.0,1.0,1.0,7.0
65.0,355.0,I,112.0,Z,133.0,235.0,I,46.0,X,89.99999999999994,-56.39,0.08,-0.16,0.0,-0.65,0.06,0.44,0.0,-4.57,0.0,0.0,0.0,10.0
65.0,355.0,I,112.0,Z,179.0,275.0,H,11.0,X,90.0,-56.39,0.08,-0.16,0.0,-0.65,0.06,-0.51,0.0,0.22,0.0,0.0,0.0,10.0
65.0,355.0,I,112.0,Z,199.0,235.0,S,27.0,XZ,124.99202019855865,-56.39,0.08,-0.16,0.0,-0.65,0.06,1.3,0.0,0.0,0.0,0.0,0.0,9.0
65.0,355.0,I,112.0,Z,200.0,235.0,S,27.0,XZ,124.99202019855865,-56.39,0.08,-0.16,0.0,-0.65,0.06,1.0,1.0,1.0,1.0,1.0,1.0,9.0
81.0,355.0,I,112.0,Y,66.0,275.0,H,11.0,Z,90.0,-23.33,-0.07,-0.36,0.0,0.33,0.15,0.01,0.22,0.0,0.0,0.0,-0.04,10.0
82.0,355.0,I,112.0,Y,66.0,275.0,H,11.0,Z,90.0,-38.69,0.02,-0.25,0.0,0.44,0.14,0.01,-0.22,0.0,0.0,0.0,0.01,2.0
180.0,355.0,I,112.0,Y,66.0,275.0,H,11.0,Z,90.0,-25.31,-0.05,0.35,0.0,0.33,0.15,0.01,0.22,0.0,0.0,0.0,0.11,10.0
181.0,355.0,I,112.0,Y,66.0,275.0,H,11.0,Z,90.0,-40.36,0.0,0.23,0.0,0.44,0.14,0.01,-0.22,0.0,0.0,0.0,0.01,2.0
82.0,355.0,I,112.0,Y,67.0,275.0,H,11.0,Z,90.0,-38.69,0.02,-0.25,0.0,0.44,0.14,-0.01,0.22,0.0,0.0,0.0,0.01,2.0
83.0,355.0,I,112.0,Y,67.0,275.0,H,11.0,Z,90.0,-36.51,0.0,-0.2,0.0,0.4,0.15,-0.01,-0.22,0.0,0.0,0.0,0.0,2.0
181.0,355.0,I,112.0,Y,67.0,275.0,H,11.0,Z,90.0,-40.36,0.0,0.23,0.0,0.44,0.14,-0.01,0.22,0.0,0.0,0.0,0.01,2.0
182.0,355.0,I,112.0,Y,67.0,275.0,H,11.0,Z,90.0,-37.52,0.0,0.21,0.0,0.4,0.15,-0.01,-0.22,0.0,0.0,0.0,0.0,2.0
83.0,355.0,I,112.0,Y,68.0,275.0,H,11.0,Z,90.0,-36.51,0.0,-0.2,0.0,0.4,0.15,-0.02,0.22,0.0,0.0,0.0,0.0,2.0
84.0,355.0,I,112.0,Y,68.0,275.0,H,11.0,Z,90.0,-40.59,-0.01,-0.35,0.0,0.57,0.14,-0.02,-0.22,0.0,0.0,0.0,0.0,2.0
182.0,355.0,I,112.0,Y,68.0,275.0,H,11.0,Z,90.0,-37.52,0.0,0.21,0.0,0.4,0.15,-0.02,0.22,0.0,0.0,0.0,0.0,2.0
183.0,355.0,I,112.0,Y,68.0,275.0,H,11.0,Z,90.0,-42.26,0.0,0.34,0.0,0.57,0.14,-0.02,-0.22,0.0,0.0,0.0,0.0,2.0
84.0,355.0,I,112.0,Y,69.0,275.0,H,11.0,Z,90.0,-40.59,-0.01,-0.35,0.0,0.57,0.14,-0.01,0.22,0.0,0.0,0.0,0.0,2.0
85.0,355.0,I,112.0,Y,69.0,275.0,H,11.0,Z,90.0,-33.71,-0.02,-0.15,0.0,0.32,0.15,-0.01,-0.22,0.0,0.0,0.0,-0.01,2.0
183.0,355.0,I,112.0,Y,69.0,275.0,H,11.0,Z,90.0,-42.26,0.0,0.34,0.0,0.57,0.14,-0.01,0.22,0.0,0.0,0.0,0.0,2.0
184.0,355.0,I,112.0,Y,69.0,275.0,H,11.0,Z,90.0,-34.71,0.0,0.15,0.0,0.32,0.15,-0.01,-0.22,0.0,0.0,0.0,-0.02,2.0
85.0,355.0,I,112.0,Y,70.0,275.0,H,11.0,Z,90.0,-33.71,-0.02,-0.15,0.0,0.32,0.14,0.02,0.22,0.0,0.0,0.0,-0.01,2.0
86.0,355.0,I,112.0,Y,70.0,275.0,H,11.0,Z,90.0,-20.26,0.07,-0.4,0.0,0.32,0.15,0.02,-0.22,0.0,0.0,0.0,0.05,10.0
184.0,355.0,I,112.0,Y,70.0,275.0,H,11.0,Z,90.0,-34.71,0.0,0.15,0.0,0.32,0.14,0.02,0.22,0.0,0.0,0.0,-0.02,2.0
185.0,355.0,I,112.0,Y,70.0,275.0,H,11.0,Z,90.0,-22.29,0.05,0.35,0.0,0.32,0.15,0.02,-0.22,0.0,0.0,0.0,-0.1,10.0
87.0,355.0,I,112.0,Y,71.0,275.0,H,11.0,Z,90.0,-22.71,-0.07,-0.02,0.0,0.11,0.15,0.02,0.22,0.0,0.0,0.0,-0.06,10.0
88.0,355.0,I,112.0,Y,71.0,275.0,H,11.0,Z,90.0,-38.61,0.03,-0.01,0.0,0.13,0.14,0.02,-0.22,0.0,0.0,0.0,0.01,2.0
186.0,355.0,I,112.0,Y,71.0,275.0,H,11.0,Z,90.0,-23.78,-0.05,0.24,0.0,0.11,0.15,0.02,0.22,0.0,0.0,0.0,0.09,10.0
187.0,355.0,I,112.0,Y,71.0,275.0,H,11.0,Z,90.0,-40.28,0.0,0.23,0.0,0.13,0.14,0.02,-0.22,0.0,0.0,0.0,0.02,2.0
88.0,355.0,I,112.0,Y,72.0,275.0,H,11.0,Z,90.0,-38.61,0.03,-0.01,0.0,0.13,0.14,-0.01,0.22,0.0,0.0,0.0,0.01,2.0
89.0,355.0,I,112.0,Y,72.0,275.0,H,11.0,Z,90.0,-37.8,0.01,-0.04,0.0,0.21,0.15,-0.01,-0.22,0.0,0.0,0.0,0.0,2.0
187.0,355.0,I,112.0,Y,72.0,275.0,H,11.0,Z,90.0,-40.28,0.0,0.23,0.0,0.13,0.14,-0.01,0.22,0.0,0.0,0.0,0.02,2.0
188.0,355.0,I,112.0,Y,72.0,275.0,H,11.0,Z,90.0,-38.8,0.0,0.25,0.0,0.21,0.15,-0.01,-0.22,0.0,0.0,0.0,0.0,2.0
89.0,355.0,I,112.0,Y,73.0,275.0,H,11.0,Z,90.0,-37.8,0.01,-0.04,0.0,0.21,0.14,-0.02,0.22,0.0,0.0,0.0,0.0,2.0
90.0,355.0,I,112.0,Y,73.0,275.0,H,11.0,Z,90.0,-37.1,0.0,-0.05,0.0,0.18,0.15,-0.02,-0.22,0.0,0.0,0.0,0.0,2.0
188.0,355.0,I,112.0,Y,73.0,275.0,H,11.0,Z,90.0,-38.8,0.0,0.25,0.0,0.21,0.14,-0.02,0.22,0.0,0.0,0.0,0.0,2.0
189.0,355.0,I,112.0,Y,73.0,275.0,H,11.0,Z,90.0,-38.78,0.0,0.31,0.0,0.18,0.15,-0.02,-0.22,0.0,0.0,0.0,0.0,2.0
90.0,355.0,I,112.0,Y,74.0,275.0,H,11.0,Z,90.0,-37.1,0.0,-0.05,0.0,0.18,0.15,-0.01,0.22,0.0,0.0,0.0,0.0,2.0
91.0,355.0,I,112.0,Y,74.0,275.0,H,11.0,Z,90.0,-38.69,-0.02,-0.03,0.0,0.19,0.15,-0.01,-0.22,0.0,0.0,0.0,-0.01,2.0
189.0,355.0,I,112.0,Y,74.0,275.0,H,11.0,Z,90.0,-38.78,0.0,0.31,0.0,0.18,0.15,-0.01,0.22,0.0,0.0,0.0,0.0,2.0
190.0,355.0,I,112.0,Y,74.0,275.0,H,11.0,Z,90.0,-39.7,0.0,0.22,0.0,0.19,0.15,-0.01,-0.22,0.0,0.0,0.0,-0.01,2.0
91.0,355.0,I,112.0,Y,75.0,275.0,H,11.0,Z,90.0,-38.69,-0.02,-0.03,0.0,0.19,0.15,0.01,0.22,0.0,0.0,0.0,-0.01,2.0
92.0,355.0,I,112.0,Y,75.0,275.0,H,11.0,Z,90.0,-33.03,0.06,-0.06,0.0,0.15,0.14,0.01,-0.22,0.0,0.0,0.0,0.04,10.0
190.0,355.0,I,112.0,Y,75.0,275.0,H,11.0,Z,90.0,-39.7,0.0,0.22,0.0,0.19,0.15,0.01,0.22,0.0,0.0,0.0,-0.01,2.0
191.0,355.0,I,112.0,Y,75.0,275.0,H,11.0,Z,90.0,-38.32,0.05,0.28,0.0,0.15,0.14,0.01,-0.22,0.0,0.0,0.0,-0.11,10.0
93.0,355.0,I,112.0,Y,76.0,275.0,H,18.0,Z,90.0,-32.8,0.0,-0.08,0.0,0.09,0.19,-0.08,0.33,0.0,0.0,0.0,-0.03,10.0
94.0,355.0,I,131.0,Y,76.0,275.0,H,18.0,Z,90.0,-0.54,0.0,0.0,0.0,0.0,0.27,-0.08,-0.37,0.0,0.0,0.0,0.0,1.0
192.0,355.0,I,112.0,Y,76.0,275.0,H,18.0,Z,90.0,-34.84,-0.08,0.26,0.0,0.09,0.19,-0.08,0.33,0.0,0.0,0.0,0.16,10.0
193.0,355.0,I,131.0,Y,76.0,275.0,H,18.0,Z,90.0,-4.64,0.02,0.13,0.0,0.0,0.27,-0.08,-0.37,0.0,0.0,0.0,-0.03,1.0
94.0,355.0,I,131.0,Y,77.0,275.0,H,18.0,Z,90.0,-0.54,0.0,0.0,0.0,0.0,0.23,-0.06,0.35,0.0,0.0,0.0,0.0,1.0
95.0,355.0,I,131.0,Y,77.0,275.0,H,18.0,Z,90.0,-0.54,0.0,0.0,0.0,0.0,0.23,-0.06,-0.35,0.0,0.0,0.0,0.0,1.0
193.0,355.0,I,131.0,Y,77.0,275.0,H,18.0,Z,90.0,-4.64,0.02,0.13,0.0,0.0,0.23,-0.06,0.35,0.0,0.0,0.0,-0.03,1.0
194.0,355.0,I,131.0,Y,77.0,275.0,H,18.0,Z,90.0,-3.93,0.0,0.12,0.0,0.0,0.23,-0.06,-0.35,0.0,0.0,0.0,0.0,1.0
78.0,275.0,H,18.0,Y,79.0,275.0,H,18.0,Y,180.0,-0.06,-0.35,0.0,0.0,0.0,0.23,-0.05,0.34,0.0,0.0,0.0,0.23,1.0
95.0,355.0,I,131.0,Y,78.0,275.0,H,18.0,Z,90.0,-0.54,0.0,0.0,0.0,0.0,0.23,-0.06,0.35,0.0,0.0,0.0,0.0,1.0
194.0,355.0,I,131.0,Y,78.0,275.0,H,18.0,Z,90.0,-3.93,0.0,0.12,0.0,0.0,0.23,-0.06,0.35,0.0,0.0,0.0,0.0,1.0
195.0,355.0,I,131.0,Y,78.0,275.0,H,18.0,Z,90.0,-4.62,0.0,0.19,0.0,0.0,0.23,-0.06,-0.35,0.0,0.0,0.0,-0.01,1.0
96.0,355.0,I,131.0,Y,79.0,275.0,H,18.0,Z,90.0,-0.54,0.0,0.0,0.0,0.0,0.23,-0.05,0.34,0.0,0.0,0.0,0.0,1.0
97.0,355.0,I,131.0,Y,79.0,275.0,H,18.0,Z,90.0,-0.54,0.0,0.0,0.0,0.0,0.24,-0.05,-0.35,0.0,0.0,0.0,0.0,1.0
195.0,355.0,I,131.0,Y,79.0,275.0,H,18.0,Z,90.0,-4.62,0.0,0.19,0.0,0.0,0.23,-0.05,0.34,0.0,0.0,0.0,-0.01,1.0
196.0,355.0,I,131.0,Y,79.0,275.0,H,18.0,Z,90.0,-3.9,-0.02,0.09,0.0,0.0,0.24,-0.05,-0.35,0.0,0.0,0.0,0.04,1.0
97.0,355.0,I,131.0,Y,80.0,275.0,H,18.0,Z,90.0,-0.54,0.0,0.0,0.0,0.0,0.28,-0.07,0.37,0.0,0.0,0.0,0.0,1.0
98.0,355.0,I,112.0,Y,80.0,275.0,H,18.0,Z,90.0,-40.49,0.0,-0.02,0.0,0.09,0.18,-0.07,-0.32,0.0,0.0,0.0,0.03,10.0
196.0,355.0,I,131.0,Y,80.0,275.0,H,18.0,Z,90.0,-3.9,-0.02,0.09,0.0,0.0,0.28,-0.07,0.37,0.0,0.0,0.0,0.04,1.0
197.0,355.0,I,112.0,Y,80.0,275.0,H,18.0,Z,90.0,-46.73,0.08,0.26,0.0,0.09,0.18,-0.07,-0.32,0.0,0.0,0.0,-0.15,10.0
81.0,355.0,I,112.0,Z,157.0,275.0,H,11.0,X,90.0,-23.33,-0.07,-0.36,0.0,0.33,-0.04,-0.58,0.0,-0.22,0.0,0.0,0.0,10.0
81.0,355.0,I,112.0,Z,219.0,235.0,S,27.0,XZ,124.99202019855868,-23.33,-0.07,-0.36,0.0,0.33,-0.04,1.94,0.0,0.0,0.0,0.0,0.0,9.0
82.0,355.0,I,112.0,Z,155.0,235.0,S,27.0,YZ,129.6926731506688,-38.69,0.02,-0.25,0.0,0.44,0.01,1.0,1.0,1.0,1.0,1.0,1.0,8.0
82.0,355.0,I,112.0,Z,159.0,275.0,H,11.0,X,90.0,-38.69,0.02,-0.25,0.0,0.44,0.01,0.49,0.0,-0.22,0.0,0.0,0.0,2.0
82.0,355.0,I,112.0,Z,215.0,235.0,S,15.0,XZ,124.99202019855868,-38.69,0.02,-0.25,0.0,0.44,0.01,1.0,1.0,1.0,1.0,1.0,1.0,8.0
83.0,355.0,I,112.0,Z,161.0,275.0,H,11.0,X,90.0,-36.51,0.0,-0.2,0.0,0.4,0.0,0.41,0.0,-0.22,0.0,0.0,0.0,2.0
83.0,355.0,I,112.0,Z,211.0,235.0,S,15.0,XZ,124.99202019855868,-36.51,0.0,-0.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
84.0,355.0,I,112.0,Z,163.0,275.0,H,11.0,X,90.0,-40.59,-0.01,-0.35,0.0,0.57,0.0,0.69,0.0,-0.22,0.0,0.0,0.0,2.0
84.0,355.0,I,112.0,Z,207.0,235.0,S,15.0,XZ,124.99202019855868,-40.59,-0.01,-0.35,0.0,0.57,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
84.0,355.0,I,112.0,Z,482.0,235.0,S,27.0,YZ,129.6926731506688,-40.59,-0.01,-0.35,0.0,0.57,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
85.0,355.0,I,112.0,Z,165.0,275.0,H,11.0,X,90.0,-33.71,-0.02,-0.15,0.0,0.32,-0.01,0.31,0.0,-0.22,0.0,0.0,0.0,2.0
85.0,355.0,I,112.0,Z,203.0,235.0,S,15.0,XZ,124.99202019855868,-33.71,-0.02,-0.15,0.0,0.32,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,8.0
86.0,355.0,I,112.0,Z,167.0,275.0,H,11.0,X,90.0,-20.26,0.07,-0.4,0.0,0.32,0.05,-0.62,0.0,-0.22,0.0,0.0,0.0,10.0
86.0,355.0,I,112.0,Z,199.0,235.0,S,27.0,XZ,124.99202019855868,-20.26,0.07,-0.4,0.0,0.32,0.05,2.03,0.0,0.0,0.0,0.0,0.0,9.0
87.0,355.0,I,112.0,Z,156.0,275.0,H,11.0,X,90.0,-22.71,-0.07,-0.02,0.0,0.11,-0.06,-0.26,0.0,0.22,0.0,0.0,0.0,10.0
87.0,355.0,I,112.0,Z,220.0,235.0,S,27.0,XZ,124.99202019855868,-22.71,-0.07,-0.02,0.0,0.11,-0.06,1.0,1.0,1.0,1.0,1.0,1.0,9.0
88.0,355.0,I,112.0,Z,151.0,235.0,S,27.0,YZ,129.6926731506688,-38.61,0.03,-0.01,0.0,0.13,0.01,1.0,1.0,1.0,1.0,1.0,1.0,8.0
88.0,355.0,I,112.0,Z,158.0,275.0,H,11.0,X,90.0,-38.61,0.03,-0.01,0.0,0.13,0.01,-0.24,0.0,0.22,0.0,0.0,0.0,2.0
88.0,355.0,I,112.0,Z,216.0,235.0,S,15.0,XZ,124.99202019855868,-38.61,0.03,-0.01,0.0,0.13,0.01,1.0,1.0,1.0,1.0,1.0,1.0,8.0
89.0,355.0,I,112.0,Z,160.0,275.0,H,11.0,X,90.0,-37.8,0.01,-0.04,0.0,0.21,0.0,-0.29,0.0,0.22,0.0,0.0,0.0,2.0
89.0,355.0,I,112.0,Z,212.0,235.0,S,15.0,XZ,124.99202019855868,-37.8,0.01,-0.04,0.0,0.21,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
90.0,355.0,I,112.0,Z,162.0,275.0,H,11.0,X,90.0,-37.1,0.0,-0.05,0.0,0.18,0.0,-0.36,0.0,0.22,0.0,0.0,0.0,2.0
90.0,355.0,I,112.0,Z,208.0,235.0,S,15.0,XZ,124.99202019855868,-37.1,0.0,-0.05,0.0,0.18,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
90.0,355.0,I,112.0,Z,488.0,235.0,S,27.0,YZ,129.6926731506688,-37.1,0.0,-0.05,0.0,0.18,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
91.0,355.0,I,112.0,Z,164.0,275.0,H,11.0,X,90.0,-38.69,-0.02,-0.03,0.0,0.19,-0.01,-0.25,0.0,0.22,0.0,0.0,0.0,2.0
91.0,355.0,I,112.0,Z,204.0,235.0,S,15.0,XZ,124.99202019855868,-38.69,-0.02,-0.03,0.0,0.19,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,8.0
